,게시글 ID,작성일,작성자,제목,본문
270,325717,2020.10.01. 21:03,듀쥬,람스 21일차! 드디어 눈에 보이네요!!ㅎㅎ,"안녕하세요! 다들 추석 잘 보내고 계신가요??ㅎㅎ 저는 오랜만에 본가에 내려왔어요ㅎㅎㅎ 람스하고는 가족들을 보는 게 처음이라 다들 살이 왜 이렇게 많이 빠졌냐며ㅋㅋㅋㅋ 배가 홀쭉해졌다고 놀라시더라고요ㅎㅎㅎ 하긴 그럴만 하신게 저 3주만에 몸무게는 5키로, 사이즈는 2.5cm나 줄었거든요ㅎㅎㅎ 열심히식단조절하고 운동 병행한 보람이 있네요ㅎㅎㅎ 식욕억제제를 처방 받아서 아직 먹고 있지만 명절은 어쩔 수 없이 많이 먹게 되더라고요ㅠㅠㅋㅋㅋㅋ 그래서 집에서 운동이나 해보자 하고 전에 배가 꽉 껴서 못 입던 운동복을 꺼내서 입어봤는데 세상에나ㅋㅋㅋㅋㅋㅋ사진찍으려고 레깅스를 살짝 아래로 내리긴했는데 배가 쏙! 들어가더라고요ㅎㅎㅎ 제가 원래 붓기가 천천히 빠지는 스타일이라 아직 중간 선을 경계로 위 아래에 뭉친부분이나 옆구리가 덜 정리되긴 했는데 그래도 들어가는 것만으로도 얼마나 감격이였는지ㅠㅠㅠㅋㅋㅋㅋ 덕분에 기분 좋아서 열심히 홈트를 했답니다ㅎㅎㅎ이제 효과가 나타나기 시작한다는 3주차 지나가는데 추석이란 대위기때문에 걱정되긴 하지만 그래도 적게 먹고 조절하면 괜찮겠죠???ㅎㅎㅎ 비교를 위해 밑에 전 사진 첨부할게요ㅎㅎㅎ 어떤가요? 많이 티 나나요???ㅎㅎㅎㅎ"
271,325628,2020.09.30. 19:37,Afgh3368,일반람스 허벅지 질문,제가 허벅지 안쪽 일반람스 3보틀을 했는데..ㅜㅜ 한지는 십일정도 되었어요.ㅜㅜ무한하고 싶었는데 앞쪽도 그렇고 다 근육이 많아서 3보틀만 하라고 하셔서 어쩔 수 없이 3보틀만 했어요...무한할껄그랬나싶기도 하고 너무 걱정이 되어서 올려봐요다리는 딱히 차이가 없는 것 같아서 걱정이예요ㅜㅜ다들 그런가요?
272,325530,2020.09.29. 17:14,긴썡머러,종아리보톡스 대신에 또각라인주사 1차 시술받았어요 ( 2주 되었네요 ),"안녕하세요! 내일부터 추석연휴네요 ㅎㅎㅎ저는 오늘 오전 근무만 하고 늘 그렇듯이점심이후에는 퇴근을 시켜주더라구요~코로나 때문에 떡값은 많이 못받은게..젤 아쉽긴해요 ㅠㅠ 이번 추석연휴에는저는 아무대도 안가서 너무 좋아요 ㅎㅎㅎ사실 명절에 다녀오면 오히려 쉬는게 아니라차라리 일하는게 나을정도로.. 아무튼 너무 힘들었는데올해는 안가서 집에서 편안하게 쉴수있어서너~~무 좋네요!!아무튼 저는 이번에 발목주사인 또각라인주사를 했어요!일단 전후 사진부터 보여드릴게요 왼쪽이 전이고 , 오른쪽이 후에요또각라인주사는 위에 부분의 알이 아닌, 발목에 가까운 알을줄여주는 시술이에요~ 종아리보톡스를 맞아볼까 했는데,효과가 3개월? 정도 유지되더라구요. 그런데 여기가 종아리쪽으로되게 유명해서 알아보니 또각라인주사라는게 있는데이게 종아리 라인중에서 가장 줄여줄수있는 발목에 가까운 부위에만적용이 가능한 시술이더라구요 그래서 상담받구, 당일날 1차 까지해버렸어요 이게 보통 2차까지 시술을 하고 3차까지 진행을하고싶으면, 그때 상담을 다시 한뒤에 결정이 된다고 하더라구요!지금 1차하고 2주되었는데도 불구하고 눈에 띌정도로 많이줄여져서 매우 만족스러워요 그래서 한달뒤에 2차까지 한번맞아보려고 해요!! 시술은 금방끝났어요 그냥 주사만 하는거고따끔거리기는 한데 참을만 했구요~이것도 왼쪽이 전 오른쪽이 후에요 발꿈치를 들리지 않아도확실히 발목에 가까운 부위쪽의 사이즈가 줄였다는게다시 제가 글을 쓰면서도 놀랍네욬ㅋㅋㅋㅋㅋㅋㅋㅋ아무튼.. 지금 딱 2주 되었으니까, 점점 시간이 지나고2차까지 하면 제가 딱원하는 사이즈 정도로 줄여지지않을까(?) 라는 괜한 기대감이 드네요~참고로 우리가 흔히 생각하는 종아리알 이라고했을때비복근이라고 하는데 비복근을 줄이는건 큰알이라서다른 시술인 또각라인술이 있었구요!요거는 발목에 가까운 부위인 가자미근(?) 이라고하는데 여기에만 줄일수있다고해요!작은 근육들로 이루어져 있어서 또각라인술 보다는또각라인주사만 가능하다고 하고 실제로 물어보니비복근, 가자미근 둘다 발달한 사람들은또각라인술 + 또각라인주사 같이 한다고 하는데~저는 또각라인술은 굳이 안해도되고 또각라인주사만해도 충분하다고 하셔서 이것만 한거였거든요~과잉진료도 없어서 개인적으로 신뢰가 갔어요^^일단 오늘은 처음 후기 올리는거니 앞으로주기적으로 한번 후기 올려보도록 해보도록 할게욘^^"
273,325529,2020.09.29. 17:11,평촌댁Ss,빼지주사? 해보신분??,여기는 람스가 증말 압도적이네요...혹시 신사역 ㅇㅇ의원 빼지주사 아시는분.?저 거기 예약해서 상담 갈 예정인데...
274,325518,2020.09.29. 15:59,이번생엔,복부무한람스 두달차 데일리룩! 같은 옷 다른핏,무한람스 시술받은지 이번주로 8주차 됐습니다~🥳2~3주전까지만 해도 붙는 옷 입으면 바본이 모양대로 적나라게 들어나서 고민이었는데 후관리 지속적으로 받다보니까 확실히 잘풀리고있는게 옷테에서도 보이더라구요ㅎㅎ많이 풀어지긴했는데 아직 다 풀린건 아니라체충 4회 또 추가했습니당 ㅎㅎ요즘 즐겨입는 델룩 스타일!눈바디겸 살짝살짝 붙는 옷 입기 시작했는데지난주부터 점점 과하게 붙는 옷을...ㅋㅋㅋㅋㅋㅋㅋㅋ여름 끝물에 니트원피스로 소원성취하고있습니당(거울이 쬠 드릅네여..ㅎㅎ머쓱;)Next image시술전검정 크롭티..같은 티 맞습니다 ㅋㅋㅋㅋㅋㅋ배에 찡겨서 다 내려오지도 않던..택도 못뗀 크롭티!이제 오히려 약간 널널해여 ㅠㅠㅋㅋ❤️너무 작아서 못입었던 옷장쳐박템들 줄줄이 꺼내입고 있는데 이 성취감이란..작은데 반품환불도 안하고 '언젠간 입을 수 있어....'이말로 몇년을 쌓아둔건지ㅠㅠㅋㅋ더뺄 욕심에 새로 사기보단 쳐박템들로만 입고있는데 진짜 기분넘 좋아여..🤭ㅋㅋㅋㅋㅋ체충 4회 또 추가했는데 4주동안 더더 분발해주라 람스야!
275,325517,2020.09.29. 15:39,시심이,지팻하고 왔어요~,"키 166에 몸무게 64이구요, 인바디 체지방율 38%잊니다.복부4부위(상복부 2곳, 하복부 2곳)했어요.예약은 11시 첫타임에 했는데,동의서 쓰고 인바디 측정하고 등등~실제 시술은 11:30분 쯤 시작했어요~지방분해용액? 1000m 2개 넣고 추가로 반정도 더 넣었네요;;;;추출용량은 약 1600cc정도였어요. 순수지방은 당연히 더 적겠죠;;;통증...카복시도 맞아봤는데, 카복시보단 참을만했어요~! 다른분들 후기 처럼 용액 주입시에 아프고, 지방 뽑을 때는 그냥 긁어주시는 느낌? 났습니다.옆구리, 갈비뼈 쪽은 조금 아팠구요~현재는 시술 전보다 더 빵빵하게 부은 상태이구요,빵빵한 부분은 붓기보단 몸 속 남아있는 용액 같아요~하고나서 저는 기운아 쭉 빠졌어요~(다행히 남편이 동행해줘서 편히 집에 왔습니다)저는 평소 혈압이 낮은편이라 더 기운아 빠지는 느낌이 든 것 같아요;;지팻 후기가 거의 없어서 이렇게 후기 올렸구요,다음에 또 후기 올릴게요~"
276,325390,2020.09.28. 19:11,달콤이,람스,오늘 팔 무한람스 받았어요.언제부터 유산소 및 팔운동 하면 좋을까요?
277,325364,2020.09.28. 14:58,낭케,복부람스후 목욕탕 언제부터가능한가요?,오늘로 2주차에욤 방금 가서 메조후관리 받고왔구용복부랑 러브핸들 무한람스 했었어요추석전이라 목욕탕좀 가고싶은데 가두되나요?아님 뽑은 구멍에 방수밴드 붙이고 가야하나요?구멍엔 딱지 진 상태에요!
278,325272,2020.09.27. 20:41,아이리스44,팔람스후 걸리던 복부카복시하고 왔어요,팔람스후 처진 복부 카복시했어요복부카복시는 생각보다  안아파서 패키지로 바로 변경 햇네요진짜 배안아 이산화탄소가 잡히는게 넘나 신기했고다음날 1킬로나 빠져서 놀랏어요정체기가 끝나서 빠진걸수도 있는데 플라시보 일수도 어찌하던 몸무게가 근 한달만에 줄어서 넘나 행복햇어요다음날 수영장가야하는데더 행복했죠저저저저 수영장에서 드디어 비키니를 입엇습니다배에 카복시 효과 보이시나요 ㅎㅎ그럴꺼라 믿고 ㅋㅋㅋ허벅지와 팔은 람스 효과구요 ㅎㅎ비키니를 입는 날이 오게 될줄은 몰랏네요뒷모습 정말 차이가 크네요검은색이라 날씬해 보여야하는데이게 무슨일이욧을까요정신차리고 운동하고 시술받길 잘한듯한 17킬로 감량했거든요 ㅎㅎ앞자리 2번 바뀌고요센 살맛나긴해요수영복도 2개나 챙겼어요 ㅋㅋ시술전엔 검은색 하나로 ㅋㅋㅋ 어떻게든 해볼려했는데하나더 가져갈껄 그랫봐요쫌만 더 빼고 이제 유지하려구요치팅에도 요요오지 않게 명절에 살아남길 바라면서#분당병원 #카복시 #체외충격파 #지방흡입 #메조#반야트리오아시스 #비니키 #요요 #치팅 #유산소운동#직장인다이어트 #웨딩다이어트
279,325270,2020.09.27. 20:07,도레미파솔라시도,무한람스 바늘구멍 크기요,5월에 복부했고 엊그제 허벅지 했어요오늘 허벅지 스트랩밴드가 떨어져서 재생밴드 붙이려고 바늘구멍 찾는데 잘 안보이는거에요겨우 찾아 붙이긴했는데 정말 작더라구요그런데 복부 구멍은 아직도 사진 찍으면 크기도 크고까맣고 자기 주장이 강하거든요ㅡㅡ다른분들도 구멍크기가 이렇게 다르셨나요?복부무함람스 6개 뚫은거 다 커서요ㅡㅡ사진펑
280,325252,2020.09.27. 14:14,편이,벌써 두달이 다되어가요 람스,무한람스 하기 전까지 너무 걱정되고 떨렸는데... 이제 벌써 두달이 다 되어가네요 솔직히 처음 보는 몸무게 숫자와 라인이 되니깐 그전으로 돌아가기 싫고 유지하고 싶어서 후관리도 더 하고 있어요 두달 동안 원래 90.5에서 80cm 몸무게는 62kg에서 55kg까지 왔어요 옷핏 자체가 달라졌어요 바지 입으면 배에 티셔츠 넣어 입어도 전혀 배가 나오지 않아요 뭉쳐서 아랫배가 볼록하던 것이 많이 풀어진거 같고요 다음달에 더 빠질 수 있도록 노력해야겠어요 다들 살빠졌다고 하는데... 몰래 한것이니....ㅋㅋㅋㅋ
281,325217,2020.09.27. 01:35,마아니히또,허벅지&복부 지팻주사 1주차 후기입니당,"지난주 토요일에 했으니 딱 1주차 됐네욤병원은 3군데 알아봤고, 한도내에서 가장 많은 부위를 무한으로 할 수 있는 곳에서 했어요왜냐면 허벅지랑 복부에만 살이 엄청나게 집중적으로 쪄서ㅠ 좀 전체적으로 시술 받고 싶었습니다ㅠ허벅지 4부위(허안앞벅지2부위, 뒷벅지1부위, 승마)복부 4부위(위,아래,옆,뒷구리) 요렇게 진행했구요허벅지에서는 1700cc 복부에서는 2800cc 나왓다고 하더라구요전 좀 놀란게, 허벅지에서 당연히 복부보다는 훨~~~씬 많이 나올 줄 알았는데 나온량보고 조금 당황하긴했어요 ㅋㅋ복부도 많이 찌긴했지만 전 원래 굉장한 하비라 ㅠㅠ같은 4부위여도 복부는 전체고 허벅지는 일부여서 그런가? 싶긴 했는데복부엔 찐찐지방이 많고 허벅지에는 근육량이 더 많아서 그렇다고 하네요!허벅지에서 나온 지방량이 초큼은 아쉽긴했지만 일단 얼마나 슬림해지는가가 중요하니 계속 체크해보려구여!아 그리고 저는 수면마취 진행했어요병원에서는 권하진 않았는데 제가 그 긴시간동안 가만히 있을 자신이 없더라구요 ㅋㅋ시술은 한 2-3시간 걸린 것 같은데 정확히 기억이 안나네요ㅠ아무튼 비교 사진  갑니당*시술전*1주차사진너무 잘정리햇죠?ㅋㅋㅋㅋ일단 첫 시술한 날 복부가 눈에 띄게 부피가 확 줄어서 놀랐어요다만 시술후에도 아랫배가 뽈록 튀어나와서 걱정이긴한데 그부분이 엄청 땅땅해서 후관리를 좀 받아봐야할 것 같구여언젠간 빠지겠져?ㅠ그리구 저는 이상하게 복부는 눈에 띄게 줄었는데 멍이 거의 안들더라구요?멍은 안들었는데 허벅지보다는 복부가 더 통증이 있었어요ㅠ 지금도요ㅠ아 그리고  4번째사진은 배를 가장 편하게 한 상태로 찍어서 더 남산만하고5번빼사진은 배를 가장 홀쭉하게 만들어본거에요 그래야 나중에 더 정확한 비교를 해볼 수있을 것 같아서그런데 사진만 열심히 찍고 둘레를 안잿더라구요 ㅋㅋ 그래서 오늘이라도 쟀습니다 ㅠ한 2주지나서 둘레 재보려구요시술을 하고나니 내장지방도 상당하단 사실을 알았습니다... 내장지방 뺄 생각에 벌써 아득해집니다 ....그리고 허벅지는 사실 아직까진 눈에 띄는 변화는 없는 것 같아요보통 붓기가 점점 내려와서 허벅지가 가장 나중에 빠지는 부위라고 해서 기다려보려고 합니다그런데 살짝 차이나는건 엉덩이랑 뒷벅지가 만나는 부분이 좀 몬가 들어간거같은데 아무튼 아직은 모르겟어요 ㅋㅋ허벅지 멍은 5일차부터 연해지기 시작했어요 제가 회복력이 좋은가봐요 ㅋㅋ압박복은 원래 병원에서 바로 입으라고하셨는데제가 계속 압박복 사이즈를 잘못시키는 바람에^^; 그동안 제대로 못입었던 것 같아요이제부터라도 제대로 입어야겠죠 ㅠ그동안 운동은 3일차부터 만보이상씩 걷고 있고, 식이는 하루 2끼, 야식+술은 끊었습니다.(중간에 생리시작해서 딱 하루만 좀 자유롭게 먹었네요^^;)어제 인바디를 쟀는데, 몸무게는 1kg가 줄었고, 체지방은 2kg가 줄었더라고요!체지방이 줄어버리니까 기분은 좋더라고요 ㅋㅋㅋ PT할때는 진짜 안줄엇거든요ㅠ다음번엔 완전 날씬이가 돼서 후기 올리고 싶네요.근 10년간 계속 다이어트 실패하고 최근에 엄청 많이 쪄서 맘먹고 시술한거거든요.이번이 진자 마지막이라고 생각하고 이렇게 시술까지 한거라 꼭 성공하고싶어요 ㅠㅠㅠㅠ다들 화이팅입니다!!"
282,325202,2020.09.26. 23:35,김뽀용뽀송,복부 람스 일주일차 봐주실 수 있나요 🥺,시술한지 오늘로 일주일차예요. 첫날 둘쨋날 너무 아프고 부어서 힘들었는데 3-4일째부터 붓기가 좀 빠진 것 같아요. 둘레 97cm 윗배 아랫배 옆구리 합쳐서 58바틀 뽑았어요. 윗배 20 아랫배 25 옆구리 13 이렇게라구 들었어요.전 약간 충동적으로 상담받으러 가서 결정하고 바로 다음날 시술받았는데ㅋㅋㅋㅋㅋ 좀 더 알아보고 지흡을 받을 걸 그랬나 후회도 약간 들었어요ㅠ 워낙 살이 많은 편이라ㅠㅠ 아직은 드라마틱한 효과는 없는 것 같아요. 윗배는 옆에서 봤을 때 스푼으로 떠낸 것처럼 들어가긴 했구 앞에서 봤을 때는 옆구리가 부어서인지 똑같아보여요.오늘 후관리 처음 받으러 갔는데 아직 아프다고 했더니 염증약 며칠 더 먹기로 했어요. 식단은 나름대로 잘 지켰구 일주일 동안 2kg 감량했는데 빼낸 지방 생각하면 초반이 감량 제일 잘 될 시기 같아요. 처방전 식욕억제제 2주 정도만 받을 수 있다고 들었는데 한 달 받아보신 분들도 계신가용?? 붓기는 차차 좀 더 빠지겠죠? ㅜㅜ
283,325196,2020.09.26. 20:57,Helen,팔 람스 당일 출근 가능할까요?,지난번 복부 때는 너무 어지러워서 반차 쓰고 퇴근했는데..걱정이네요 ㅠㅠ그리고 붓기랑 자색 고구마 멍은 언제부터 빠지기 시작하나요 ㅠㅠ
284,325189,2020.09.26. 20:07,나도 빼고싶다,지팻하고왔어요,목욜에 허안2부위 지팻하고왔는데 다끝나고 몇cc뽑은지 말씀안해주시길래 물어봤더니 1000cc뽑았다고 말씀해주시고 순수지방은 말씀안해주시더라고용많이 뽑은건가요? 1000cc면 보통 순수지방은 몇정도 뽑힌걸까용 ㅠㅠ
